id,unique_id,song_id,path,title,artist,album,genre,lyrics,isrc,playlists,length,amplify,fade_in,fade_out,cue_in,cue_out,cross_start_next
6840,40d82a7ac1900393c7d46235,f6864a7567fe0e027637f8527ee3f94c,bad_wolves_-_zombie_(lyrics).mp3,"Zombie (lyrics)","Bad Wolves",,Music,,,default,268.56,,,,,,
6841,6de00aa21c596c95a16b8fbf,21105c4a8e18125e7672c936f9a2e730,"brad_paisley,_alison_krauss_-_whiskey_lullaby.mp3","Whiskey Lullaby","Brad Paisley, Alison Krauss","Hits Alive",Music,,,default,259.488,,,,,,
6842,c9b252fd9ba93ce93f6c5ff6,cea1c622d1bffcf3f20a4486683c7e31,enya_-_only_time.mp3,"Only Time",Enya,"A Day Without Rain",Music,,,default,218.616,,,,,,
6843,224a29bd78d8689a8ea42d19,8fdf514e4ccabcec57fea125d800911c,hozier_-_take_me_to_church.mp3,"Take Me To Church",Hozier,,Music,,,default,240.336,,,,,,
6844,dacd0277e92b836b4cb00f70,912665431c973c5818044bf1a3981837,lee_ann_womack_-_i_hope_you_dance_(lyrics).mp3,"I Hope You Dance (Lyrics)","Lee Ann Womack",,"People & Blogs",,,default,294.6,,,,,,
6845,39288c327e87a4c03564d3e5,e4ccf59fb01a9607a20e2c2d4211ede4,lukas_graham_-_7_years_[official_music_video].mp3,"7 Years [Official Music Video]","Lukas Graham",,Music,,,default,239.232,,,,,,
6846,8b285fbe60e652b9d7767c9e,0fda8cfe7cb149c035e3187fd11e6cce,matchbox_twenty_-_push_(official_video)_[hd_remaster].mp3,"Push (Official Video) [HD Remaster]","Matchbox Twenty",,Music,,,default,245.136,,,,,,
6847,86378865b16268b9ed165391,caeba2c3fd7b1dfef27cf4a4732716c8,ruth_b._-_lost_boy_(lyrics).mp3,"Lost Boy (Lyrics)","Ruth B.",,"People & Blogs",,,default,271.872,,,,,,
6848,6ddfdd8704051315f8035ef1,21a6d51f3720e40b607f1b30e3a5828a,shinedown_-_searchlight_(official_lyric_video).mp3,"Searchlight (Official Lyric Video)",Shinedown,,Music,,,default,211.08,,,,,,
6849,0547147b79b46a7f3cd0b23d,9cfae152c7d590d1b6551c8e97cb8e00,staind_-_its_been_awhile_(official_video).mp3,"It's Been Awhile (Official Video)",Staind,,Music,,,default,303.384,,,,,,
6850,55675957eb387483ed4fd5ed,cf9fe5b816feb7ed97168f81bab00531,system_of_a_down_-_chop_suey_(official_hd_video).mp3,"Chop Suey! (Official HD Video)","System Of A Down",,Music,,,default,208.68,,,,,,
6851,37d407483841287347700cba,f6136b11c02bbbe250992284310eef96,system_of_a_down_-_toxicity_(official_hd_video).mp3,"Toxicity (Official HD Video)","System Of A Down",,Music,,,default,224.424,,,,,,
6852,8e103df6012e46d6a64d145c,0e8c7bc9e9361de8864a06114cc906de,alex_warren_-_bloodline_(with_jelly_roll)_[official_video].mp3,"Bloodline (with Jelly Roll) [Official Video]","Alex Warren",,,,,default,215.664,,,,,,
6853,979bba6fb91667dfbac1515b,cca2773182299a05cca4937ba53b47fe,alex_warren_-_eternity_(official_video).mp3,"Eternity (Official Video)","Alex Warren",,,,,default,204.792,,,,,,
6854,b727a7bd2e94fe24b89cbd99,0bb1d36e66603fcf12a69e955afa37bb,addison_rae_-_fame_is_a_gun_(official_video).mp3,"Fame is a Gun (Official Video)","Addison Rae",,,,,default,184.8,,,,,,
6855,d32e465727365979455b4920,7ec3d2a27be6fa45ed6f07baee712134,alex_warren_-_ordinary_(official_video).mp3,"Ordinary (Official Video)","Alex Warren",,,,,default,186.984,,,,,,
6856,4f33555b833c49ad1ec83bd6,3a6e3d613e67cc37b342b84c958fe63f,ariana_grande_-_we_cant_be_friends_(wait_for_your_love)_(official_music_video).mp3,"we can't be friends (wait for your love) (official music video)","Ariana Grande",,,,,default,283.104,,,,,,
6857,61fd71f80bf17d3ffc0698a9,2473efda53d66ada9b0879674885d119,benson_boone_-_beautiful_things_(official_music_video).mp3,"Beautiful Things (Official Music Video)","Benson Boone",,,,,default,192.648,,,,,,
6858,d64379f414f1dd450e4c96a7,b94c8893ba191570cd9846be2252b45f,benson_boone_-_mystical_magical_(official_lyric_video).mp3,"Mystical Magical (Official Lyric Video)","Benson Boone",,,,,default,165.84,,,,,,
6859,c9af505f22c1db170a008740,d9ea09c8f57f72ff9ea2a8caf0b6876d,benson_boone_-_slow_it_down_(official_music_video).mp3,"Slow It Down (Official Music Video)","Benson Boone",,,,,default,183.696,,,,,,
6860,6b7484bcf3642443e61b739e,64f7733aedd325e2de03fcfcbf5ff3c3,bigxthaplug_-_all_the_way_feat._bailey_zimmerman_(official_music_video).mp3,"All The Way feat. Bailey Zimmerman (Official Music Video)",BigXthaPlug,,,,,default,173.496,,,,,,
6861,eca1ccb95a894ee3289a29bc,3f7dc9e7422f892cb549b857c2ac60f6,bigxthaplug_-_cold_feat._post_malone_(official_music_video).mp3,"Cold feat. Post Malone (Official Music Video)",BigXthaPlug,,,,,default,188.232,,,,,,
6862,d2f1c2a238bbfc8b02495a11,8807169d6d15b5c4222fea11c9b972df,billie_eilish_-_birds_of_a_feather_(official_lyric_video).mp3,"BIRDS OF A FEATHER (Official Lyric Video)","Billie Eilish",,,,,default,211.08,,,,,,
6863,02161dd0b3d4b6d4272fdd2d,e2a2cc0045fa808b610b1cb92f36df50,bruno_mars_-_i_just_might_[official_music_video].mp3,"I Just Might [Official Music Video]","Bruno Mars",,,,,default,213,,,,,,
6864,29f9f46d1c1896770e822994,ae81bbd880cc0717ac50fe2f8d57958d,cat_stevens_-_dont_be_shy.mp3,"Don't Be Shy","Cat Stevens",,,,,default,171.912,,,,,,
6865,812d646c08cf0b44da5a485f,d686ce51fffd4c3fb2e209d38dba7bf1,cat_stevens_-_cant_keep_it_in.mp3,"Can't Keep It In","Cat Stevens",,,,,default,181.08,,,,,,
6866,c4069abe4e0e1a0a7a8124c5,f01eb8e81d3b3e0545be37784c375573,cat_stevens_-_another_saturday_night.mp3,"Another Saturday Night","Cat Stevens",,,,,default,148.488,,,,,,
6867,8085cefed14b0f810d04e8e5,73faedc864a403fff90a9b56620a988e,cat_stevens_-_hard_headed_woman.mp3,"Hard Headed Woman","Cat Stevens",,,,,default,230.016,,,,,,
6868,f47c2dd2be2b369b7eb89536,1acca7c9905d3be2c1c79489fa10b64a,cat_stevens_-_here_comes_my_baby.mp3,"Here Comes My Baby","Cat Stevens",,,,,default,175.68,,,,,,
6869,5572f70300a7eadb672d5e80,4280dfeb78671c1ada58d339a52938ae,cat_stevens_-_father_and_son.mp3,"Father And Son","Cat Stevens",,,,,default,221.4,,,,,,
6870,3bffdb4db4c1a845647d1536,f6aa6a6e1cb6e42f0fdfda0a6b8f7ba4,"cat_stevens_-_if_you_want_to_sing_out,_sing_out.mp3","If You Want To Sing Out, Sing Out","Cat Stevens",,,,,default,166.584,,,,,,
6871,b805b457e121f0b84242a2bc,ac7a782622a5716f906332c5c5ec3569,cat_stevens_-_how_can_i_tell_you.mp3,"How Can I Tell You","Cat Stevens",,,,,default,269.016,,,,,,
6872,68d0ab1098e30f5d86e8e39c,2606d7270040516cfbe63441f9859d6a,cat_stevens_-_i_love_my_dog.mp3,"I Love My Dog","Cat Stevens",,,,,default,139.848,,,,,,
6873,1cc5d2431ebbae2b6fdbebb8,3161f016105b177af0d75685d580d584,cat_stevens_-_into_white.mp3,"Into White","Cat Stevens",,,,,default,205.512,,,,,,
6874,395050daf7671eae6eb7067e,c29851bf44c68c2e1328544a2fa44a86,cat_stevens_-_just_another_night.mp3,"Just Another Night","Cat Stevens",,,,,default,231.672,,,,,,
6875,cfbfebc70decbc438bc2c3a9,b82469c1cc86ded6bf1b10006da19633,cat_stevens_-_lady_darbanville.mp3,"Lady D'Arbanville","Cat Stevens",,,,,default,225.72,,,,,,
6876,9b3d6a0cc1b70af60e9ab58a,00dde636120fe85108a354ea4422253a,cat_stevens_-_matthew_and_son.mp3,"Matthew And Son","Cat Stevens",,,,,default,164.232,,,,,,
6877,a6c5042dfbf315123f3e020f,592e28cfb8a338463cb04ab88e2f6779,cat_stevens_-_moonshadow.mp3,Moonshadow,"Cat Stevens",,,,,default,170.688,,,,,,
6878,2840c7756037c18dfa481f2a,aef723dd87d27fb80b7ab8b2ca14b8e7,cat_stevens_-_morning_has_broken.mp3,"Morning Has Broken","Cat Stevens",,,,,default,200.592,,,,,,
6879,13e548790f4d1105e5dd8a6b,ccb6036f3858b579cc89448e9f5dd531,cat_stevens_-_oh_very_young.mp3,"Oh Very Young","Cat Stevens",,,,,default,156.84,,,,,,
6880,828c65a33c4b255a485e8723,71fa7ce5b9316398d860a36eaab61c22,cat_stevens_-_peace_train.mp3,"Peace Train","Cat Stevens",,,,,default,252.168,,,,,,
6881,46b2dc231166c2f59cf3f545,f112e19e8ba0a85576f71b1a819b13e9,cat_stevens_-_remember_the_days_of_the_old_schoolyard.mp3,"Remember The Days Of The Old Schoolyard","Cat Stevens",,,,,default,163.272,,,,,,
6882,4583cdab49939e21c8909809,fd388f9e2cac55008b4de423f88c2d58,cat_stevens_-_rubylove.mp3,Rubylove,"Cat Stevens",,,,,default,158.496,,,,,,
6883,0ce78852b4a2eac420f79a55,f8bc58d41399eae78c9bc39bdd081e73,cat_stevens_-_sad_lisa.mp3,"Sad Lisa","Cat Stevens",,,,,default,222.528,,,,,,
6884,e74084a92824aad16440d07d,96dad7c70c600090b42264f79b922f92,cat_stevens_-_sitting.mp3,Sitting,"Cat Stevens",,,,,default,194.4,,,,,,
6885,eb2cbae55742a7967d386154,84923964d0e0b4ce5878ca26f6ac2e20,cat_stevens_-_the_first_cut_is_the_deepest.mp3,"The First Cut Is The Deepest","Cat Stevens",,,,,default,181.92,,,,,,
6886,2b0c81edb00a6a5b7804fafc,f30b5f212b07181887f03e05ab3b301b,cat_stevens_-_where_do_the_children_play.mp3,"Where Do The Children Play","Cat Stevens",,,,,default,232.68,,,,,,
6887,dc75f62deef0975f4ddcfd52,c879db2191de0a6b6b756fe75841ba0a,chappell_roan_-_hot_to_go_(official_music_video).mp3,"HOT TO GO! (Official Music Video)","Chappell Roan",,,,,default,211.584,,,,,,
6888,5c7df087be4ff7e317994fd7,3cbec65127e3db178e4e4e8e7d957b07,charli_xcx_-_party_4_u_(official_video).mp3,"party 4 u (official video)","Charli xcx",,,,,default,296.712,,,,,,
6889,ade3c4d74687765331d55f3d,409e3a64371a3d6edf5d263fefb75b5f,cat_stevens_-_wild_world.mp3,"Wild World","Cat Stevens",,,,,default,201.816,,,,,,
6890,67b556684d55ea9394164e81,7d66fec01d39523552ceda4fcfe91d57,"cyril,_maryjo_-_still_into_you_(official_music_video).mp3","Still Into You (Official Music Video)","CYRIL, maryjo",,,,,default,164.112,,,,,,
6891,9ebaf96a00c43ee2358c2ba7,74eb9ed463e15665ea9cd405b03ae9ac,damiano_david_-_born_with_a_broken_heart_(official_video).mp3,"Born With a Broken Heart (Official Video)","Damiano David",,,,,default,253.296,,,,,,
6892,5b263c5117d6131bcb0a257a,d15a8e08b5018170fce33f40e50713b3,connie_francis_-_pretty_little_baby.mp3,"Pretty Little Baby","Connie Francis",,,,,default,138.504,,,,,,
6893,82d351a99c4199361e479ceb,fa6a59f3ba76efd6d2d01bba9b769bde,"damiano_david,_tyla,_nile_rodgers_-_talk_to_me_(official_video).mp3","Talk to Me (Official Video)","Damiano David, Tyla, Nile Rodgers",,,,,default,193.032,,,,,,
6894,ece8f7ee9645ca50e212a7f0,cffa21d5e6509dd89d2b100f29f775fc,darin_feat._eloise_-_falling_in_love_(music_video).mp3,"Falling In love (Music Video)","Darin feat. Eloise",,,,,default,120.816,,,,,,
6895,48ec41c796de9433640c1f97,82c17962e0e014ff5b14e0753aaefd1b,dasha_-_austin_(official_music_video).mp3,"Austin (Official Music Video)",Dasha,,,,,default,184.512,,,,,,
6896,c67e8856c4c78a4f1e6c6378,b568b6897a76004baf37ec6e0da55f7e,dave_-_raindance_(ft._tems).mp3,"Raindance (ft. Tems)",Dave,,,,,default,220.92,,,,,,
6897,7c58661b15ca8e5e80f795ca,31086307dddb714021a166a1944d3bc1,"david_guetta,_teddy_swims,_tones_and_i_-_gone_gone_gone_[official_music_video].mp3","Gone Gone Gone [Official Music Video]","David Guetta, Teddy Swims, Tones and I",,,,,default,209.952,,,,,,
6898,bb293a9293246e44713ba70e,1be8bf10806a5bdf19c714309dd19493,doja_cat_-_jealous_type_(official_video).mp3,"Jealous Type (Official Video)","Doja Cat",,,,,default,188.832,,,,,,
6899,2e68aa2db3b5d39621822f18,08bb85bb5bebeaeba55dead9d43ded0e,dua_lipa_-_dance_the_night_(from_barbie_the_album)_[official_music_video].mp3,"Dance The Night (From Barbie The Album) [Official Music Video]","Dua Lipa",,,,,default,211.512,,,,,,
6900,fd32f5644ad89c617259ca0b,3a2573d0c387996dbfa0581deaded995,dua_lipa_-_houdini_(official_music_video).mp3,"Houdini (Official Music Video)","Dua Lipa",,,,,default,188.352,,,,,,
6901,5c6f14e3516f05697577ab35,ecc23131048c7cd9d9fecff9d6f06137,dua_lipa_-_illusion_(official_music_video).mp3,"Illusion (Official Music Video)","Dua Lipa",,,,,default,186.864,,,,,,
6902,dfd103db20cee78a37b3f84e,3add3572b03763bad9dd9e0e27329c9b,ed_sheeran_-_a_little_more_(official_music_video).mp3,"A Little More (Official Music Video)","Ed Sheeran",,,,,default,276.408,,,,,,
6903,e4e2d31e3b37bd46ab6a4e54,60cd33fb0b3b5153cf7f7a667236a678,ed_sheeran_-_azizam_(pink_heart_video).mp3,"Azizam (Pink Heart Video)","Ed Sheeran",,,,,default,165.168,,,,,,
6904,a20e08cbc91cc956d55781a2,09e6908f1ea61a1db9c99d8592e59a4c,ed_sheeran_-_sapphire_(official_music_video).mp3,"Sapphire (Official Music Video)","Ed Sheeran",,,,,default,183.312,,,,,,
6905,b666ced610b250c28edd0e8b,0af2ca79f19d3ddf2a76c8c83bda8d86,ella_mai_-_little_things_(official_music_video).mp3,"Little Things (Official Music Video)","Ella Mai",,,,,default,173.328,,,,,,
6906,d0c1a945de97ed07cb0ddcfd,c3b8fe4513cdd50daeada1d0ea48a08e,eloise_-_pretty_little_baby_(lyric_video).mp3,"Pretty Little Baby (Lyric Video)",Eloise,,,,,default,126.768,,,,,,
6907,fced16636a28d35d1b621c1d,dda1db50f695bf339e6d744c15b3d299,givēon_-_rather_be_(official_music_video).mp3,"RATHER BE (Official Music Video)",GIVĒON,,,,,default,190.56,,,,,,
6909,73178b4019bb15746969ab2f,9e893d0f05a2c68d3333808bff8347ab,harry_styles_-_as_it_was_(official_video).mp3,"As It Was (Official Video)","Harry Styles",,,,,default,165.648,,,,,,
6910,48ac50a399c94c3392654ae9,c13d7d30be3d91af3e2b26ce5785e479,how_its_done_official_lyric_video__kpop_demon_hunters__sony_animation.mp3,"＂How It's Done＂ Official Lyric Video ｜ KPop Demon Hunters ｜ Sony Animation",,,,,,default,183.816,,,,,,
6911,27f937341890f7d2fd435a3b,68bc8576c906a0ce9d71e0356c90c29b,hozier_-_too_sweet_(official_lyric_video).mp3,"Too Sweet (Official Lyric Video)",Hozier,,,,,default,251.472,,,,,,
6912,f881fae614383271f6c55df1,c21b041f38844fe1a15b8db91f65e398,huntrix_-_golden_(lyrics)_kpop_demon_hunters.mp3,"Golden (Lyrics) KPop Demon Hunters",Huntrix,,,,,default,192.072,,,,,,
6913,32f079d2d42c4e0344b67186,f2799eae022a1ec104d53dfe320dff0f,jack_harlow_-_lovin_on_me_[official_music_video].mp3,"Lovin On Me [Official Music Video]","Jack Harlow",,,,,default,139.416,,,,,,
6914,ec873e8eaebfd4a8dddea2c7,dd8993697b35887a1a65268eefe676b7,johnny_orlando_-_emilia_(official_video).mp3,"Emilia (Official Video)","Johnny Orlando",,,,,default,193.32,,,,,,
6915,6f2df2cd2baf7c3aa1103e53,89f43f1b08b92cce32b3537b6c27c1b5,justin_bieber_-_daisies_(audio).mp3,"DAISIES (Audio)","Justin Bieber",,,,,default,176.472,,,,,,
6916,c8115bf2dd537bf6eb1848f7,fcbd939c77247a54dda7b8d5336937c4,katseye_-_gabriela_(lyrics).mp3,"Gabriela (Lyrics)",KATSEYE,,,,,default,197.328,,,,,,
6917,3efa5c4a9565d0279c56bf60,f3335763837d30937c6b4a4dbb6ddb82,katy_perry_-_bandaids_(official_video).mp3,"bandaids (Official Video)","Katy Perry",,,,,default,237.24,,,,,,
6918,8f8c2c4064eb8606fbf23dee,aecd47f54a3d74f6ae275fcde9cd3d69,justin_bieber_-_yukon.mp3,YUKON,"Justin Bieber",,,,,default,182.52,,,,,,
6919,2b962f8e7763eefa3a572e50,521a56ebb4b7d9152e76258096f6510e,kendrick_lamar_-_luther_(official_audio).mp3,"luther (Official Audio)","Kendrick Lamar",,,,,default,177.624,,,,,,
6920,90647b84a76e48e47cbdd847,5a438fc9646ae91ee533c42473a79ed8,khalid_-_nah_(official_vr180_music_video).mp3,"Nah (Official VR180 Music Video)",Khalid,,,,,default,163.296,,,,,,
6921,ffef0ae6d2db4ca6470b9019,a9224c9d53d83b130a1a0e821e9559ad,lady_gaga_-_abracadabra_(official_music_video).mp3,"Abracadabra (Official Music Video)","Lady Gaga",,,,,default,269.472,,,,,,
6922,8d1a3d4faf6c8b71e52c5765,2426db48114a1d9594612fda7b9a110d,"lady_gaga,_bruno_mars_-_die_with_a_smile_(official_music_video).mp3","Die With A Smile (Official Music Video)","Lady Gaga, Bruno Mars",,,,,default,252.336,,,,,,
6923,a6e43eed317427f546f3ac81,02264fb42d7ae0a54349960e1e14645c,lady_gaga_-_disease_(official_lyric_video).mp3,"Disease (Official Lyric Video)","Lady Gaga",,,,,default,230.616,,,,,,
6924,b722b76f5b198d80ec18f2d0,4a5b54970253df672f34710beffdb753,lady_gaga_-_the_dead_dance_(official_music_video).mp3,"The Dead Dance (Official Music Video)","Lady Gaga",,,,,default,286.872,,,,,,
6925,33ce11ef24714792f6784d3b,39bee0242a87bd20da297afd824c940a,lola_young_-_messy_(official_video).mp3,"Messy (Official Video)","Lola Young",,,,,default,284.208,,,,,,
6926,94c649f5abbbe4b902d25f91,407f122bf82fc58c2d126e28dc43f1dd,madison_beer_-_bad_enough_(official_music_video).mp3,"bad enough (Official Music Video)","Madison Beer",,,,,default,267.216,,,,,,
6927,ad3d632c0b13f213efe283d1,84759e2c0ff3c3a1ac35682a3c0bdf16,madison_beer_-_yes_baby_(official_music_video).mp3,"yes baby (Official Music Video)","Madison Beer",,,,,default,194.736,,,,,,
6928,f04197dbb033dbe2bb49e529,e1d43fda625a042255fa1f41dade1309,"mariah_the_scientist,_kali_uchis_-_is_it_a_crime_(official_music_video).mp3","Is It a Crime (Official Music Video)","Mariah the Scientist, Kali Uchis",,,,,default,201.984,,,,,,
6929,3416ec8d21f9039838f6a377,3188115e6a7609e2fa2a69c9bc114b95,mark_ambor_-_belong_together_(official_visualizer).mp3,"Belong Together (Official Visualizer)","Mark Ambor",,,,,default,152.256,,,,,,
6930,d5f2117f62171750cdefce0a,ec7ff2690a4deab4d813d630a43328f1,"metro_boomin,_the_weeknd,_21_savage_-_creepin_(visualizer).mp3","Creepin' (Visualizer)","Metro Boomin, The Weeknd, 21 Savage",,,,,default,221.688,,,,,,
6931,4fa598c45c386628b9529b53,7d9fde1037b3c3c55f2ecf679b114cd4,miley_cyrus_-_easy_lover_(official_video).mp3,"Easy Lover (Official Video)","Miley Cyrus",,,,,default,187.56,,,,,,
6932,7e10513fd5fab267445f5226,98ac71bca2050bd519adfd81c1c15d34,miley_cyrus_-_end_of_the_world_(official_video).mp3,"End of the World (Official Video)","Miley Cyrus",,,,,default,252.12,,,,,,
6933,b931418804f693ae72b44fcd,cc077332c95bd6abfa03b5067f694140,miley_cyrus_-_flowers_(official_video).mp3,"Flowers (Official Video)","Miley Cyrus",,,,,default,201.576,,,,,,
6934,8bb8ca25608e5f73a670236f,5a82121c94ed58bc2f069ab9aef168fd,"morgan_wallen,_tate_mcrae_-_what_i_want_(audio).mp3","What I Want (Audio)","Morgan Wallen, Tate McRae",,,,,default,184.608,,,,,,
6935,0dfdb6949b005de5b03d71be,176eeddf2796d68dadb6051d1b4a7007,myles_smith_-_nice_to_meet_you_(official_video).mp3,"Nice To Meet You (Official Video)","Myles Smith",,,,,default,206.952,,,,,,
6936,37e6bbf8f847b5ad3379a888,44023dea99b31f9c149cb7186f22d53f,myles_smith_-_stargazing_(lyric_video).mp3,"Stargazing (Lyric Video)","Myles Smith",,,,,default,172.728,,,,,,
6937,b69c63de2034ae1c8a8595fe,ed6981fc3f5dd4deb9bb50785364bd9f,noah_kahan_-_stick_season_(lyrics).mp3,"Stick Season (Lyrics)","Noah Kahan",,,,,default,182.52,,,,,,
6938,721cbcfe86220af09db7da21,2df1a5d2960d38257f2f159b9d685a31,olivia_dean_-_so_easy_(to_fall_in_love)_(lyric_video).mp3,"So Easy (To Fall In Love) (Lyric Video)","Olivia Dean",,,,,default,168.984,,,,,,
6939,8856428362086949f73cced5,ce207150ec336b4eb44765838a921f5c,pinkpantheress_-_stateside__zara_larsson_(official_video).mp3,"Stateside + Zara Larsson (Official Video)",PinkPantheress,,,,,default,193.176,,,,,,
6940,d69252df761279e582a888e3,8501ac83f58741b3de82e5404d2fb433,post_malone_-_i_had_some_help_(feat._morgan_wallen)_(official_video).mp3,"I Had Some Help (feat. Morgan Wallen) (Official Video)","Post Malone",,,,,default,201.12,,,,,,
6941,d3c8c02f2c53b796fe734314,e3d04547c315cf33298f7ecde0ac40fe,olivia_dean_-_man_i_need.mp3,"Man I Need","Olivia Dean",,,,,default,201.888,,,,,,
6942,2d692fb67d43f0fc223069af,1bc3ed764c847d17ba42d3dd18c3e60e,ravyn_lenae_-_love_me_not_(official_music_video).mp3,"Love Me Not (Official Music Video)","Ravyn Lenae",,,,,default,218.664,,,,,,
6943,94f44627a454af949c69d44c,c91255ad37b6227bc3289dad3793fc05,raye_-_where_is_my_husband_(official_music_video).mp3,"WHERE IS MY HUSBAND! (Official Music Video)",RAYE,,,,,default,197.856,,,,,,
6944,256c2d808b978f5b99da5261,fe6a345add09d7569d802ca39099acdd,"rema,_selena_gomez_-_calm_down_(official_music_video).mp3","Calm Down (Official Music Video)","Rema, Selena Gomez",,,,,default,239.4,,,,,,
6945,5259052987ab95ad64745e24,1d982dd76bfdb2f5d287a4234187eacb,rosé__bruno_mars_-_apt._(official_music_video).mp3,"APT. (Official Music Video)","ROSÉ & Bruno Mars",,,,,default,173.424,,,,,,
6946,e752b24767f128da0e7313fe,dc4f4ee2c0fb87e137f3935f31aae07b,rosé_-_messy_(from_f1_the_movie)_[official_music_video].mp3,"Messy (From F1® The Movie) [Official Music Video]",ROSÉ,,,,,default,184.272,,,,,,
6947,322a6875de7d7debaab2afcc,e2ee22c37c8a630c3a567bb331cfc371,sabrina_carpenter_-_busy_woman_(official_lyric_video).mp3,"Busy Woman (Official Lyric Video)","Sabrina Carpenter",,,,,default,186.84,,,,,,
6948,201701daef6a727f8afaaaed,880ece9f1dee72ac09c994291fe1482b,sabrina_carpenter_-_manchild_(official_video).mp3,"Manchild (Official Video)","Sabrina Carpenter",,,,,default,236.328,,,,,,
6949,163c10736ddd9085134e20e3,9955c21d396c46d4717e2e8b5b07877a,sabrina_carpenter_-_espresso.mp3,Espresso,"Sabrina Carpenter",,,,,default,200.568,,,,,,
6950,cd744029fd4fb52bffee9540,9ac2fdcabf8f19c530aa28d5de393b34,selena_gomez_-_in_the_dark_(official_music_video).mp3,"In The Dark (Official Music Video)","Selena Gomez",,,,,default,183.672,,,,,,
6951,7f703211d7b7af0ccc4f68c1,46e0c3d94f51644f49619056593c4a1e,sabrina_carpenter_-_please_please_please.mp3,"Please Please Please","Sabrina Carpenter",,,,,default,262.992,,,,,,
6952,1c6479aaa4f8b78ae12f3036,d6d079e62a2bdd4b4220d1f88611b411,sabrina_carpenter_-_tears_(official_video).mp3,"Tears (Official Video)","Sabrina Carpenter",,,,,default,303.168,,,,,,
6953,08783d998535ed95e7c53c5c,4716860ed55a37bcc22e6855ac0dcc2d,shaboozey_-_a_bar_song_(tipsy)_[official_visualizer].mp3,"A Bar Song (Tipsy) [Official Visualizer]",Shaboozey,,,,,default,173.328,,,,,,
6954,4d82c6478ef333b519ed7424,ca68434d2f0c4aea2937e6a2570a6f00,sierra_-_broken_hearted_(official_audio).mp3,"Broken Hearted (Official Audio)",Sierra,,,,,default,157.2,,,,,,
6955,83ff840a13ec6d3c7912acde,3cfe5384ae5e4a891ece98a873f66ff2,sombr_-_back_to_friends_(official_video).mp3,"back to friends (official video)",sombr,,,,,default,201.648,,,,,,
6956,40ebcd314e689f9d53b04548,0676ddc35ee7faaaa837e1fa3443a10b,sombr_-_undressed_(official_lyric_video).mp3,"undressed (official lyric video)",sombr,,,,,default,182.136,,,,,,
6957,b08761b141c9ffffabbc440e,d6000ca5f93d660bc3cd0446f505cfe8,stephen_sanchez_-_until_i_found_you_(official_video).mp3,"Until I Found You (Official Video)","Stephen Sanchez",,,,,default,175.968,,,,,,
6958,51ff3946533037391c839d49,8a96c86014437e60bc8eb963972aaf32,sza_-_30_for_30_feat._kendrick_lamar_(official_audio).mp3,"30 For 30 feat. Kendrick Lamar (Official Audio)",SZA,,,,,default,278.376,,,,,,
6959,a6572ba1abab8a4718fd5dc1,b6d6f6b744522372b37bd55a5b8eba74,sza_-_kill_bill_(official_audio).mp3,"Kill Bill (Official Audio)",SZA,,,,,default,155.544,,,,,,
6960,a5e0df4f22843a1907272aa3,6ef36b10ed3204e59a85c2d470150cc0,sza_-_snooze_(audio).mp3,"Snooze (Audio)",SZA,,,,,default,203.376,,,,,,
6961,bcc35c52c6f2c0a3c7f676d2,d31010a23a914b78b4d947602a46e3a0,tate_mcrae_-_greedy_(official_video).mp3,"greedy (Official Video)","Tate McRae",,,,,default,154.176,,,,,,
6962,62474f21c29289bc4e66111a,88606d0857414d4aaccb94b6c793dba9,tate_mcrae_-_i_know_love_(official_video)_ft._the_kid_laroi.mp3,"I know love (Official Video) ft. The Kid LAROI","Tate McRae",,,,,default,159.24,,,,,,
6963,5dabf0d81f8925671228ab90,1b2b22f8e7822623e5b9e9a62805895e,tate_mcrae_-_just_keep_watching_(from_f1_the_movie)_(official_video).mp3,"Just Keep Watching (From F1® The Movie) (Official Video)","Tate McRae",,,,,default,146.712,,,,,,
6964,1a90fbc8966cc6d38e619833,289b9d1fc7bab5fb773d22b9817f09a3,tate_mcrae_-_nobodys_girl_(official_video).mp3,"NOBODY'S GIRL (Official Video)","Tate McRae",,,,,default,174.744,,,,,,
6965,46592ab9fbbd213dc7a7c3db,284c7edef0358aa2d79c4ed6d5f5c5e8,tate_mcrae_-_revolving_door_(official_video).mp3,"Revolving door (Official Video)","Tate McRae",,,,,default,234.552,,,,,,
6966,4804fd31d91f46c5f07bd844,0ebfe4a295e596c74a337938e6ab6f5d,tate_mcrae_-_sports_car_(official_video).mp3,"Sports car (Official Video)","Tate McRae",,,,,default,187.512,,,,,,
6967,8c8aec21ddb9bc3abd255192,12fff0d0e092c5e73774624bc3f3727b,taylor_swift_-_anti-hero_(official_music_video).mp3,"Anti-Hero (Official Music Video)","Taylor Swift",,,,,default,309.432,,,,,,
6968,b63b73ada94db9dd9afea1f4,2fc36e6975bf260154b72a4d136fee3a,taylor_swift_-_opalite_(lyric_video).mp3,"Opalite (Lyric Video)","Taylor Swift",,,,,default,238.488,,,,,,
6969,55ad128c84dc1f4d5d0d5ce9,c6f78c5a63e4403a9c4ada350f087418,taylor_swift_-_the_fate_of_ophelia_(official_music_video).mp3,"The Fate of Ophelia (Official Music Video)","Taylor Swift",,,,,default,238.104,,,,,,
